ModelDir,ModelName,FewShotClassifier,Way,Shot,Query,Novel,Accuracy,BayesThreshold,Average,Std,AverageOutlier,StdOutlier,MeanBetween
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,7,0.9878,0.8541647299951913,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,8,0.9878,0.8553210092496237,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,9,0.9878,0.8563499711182153,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,10,0.9878,0.8572777819480654,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,12,0.9878,0.8589002548693238,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,13,0.9878,0.8596195198730396,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,14,0.9878,0.8602893420177226,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,15,0.9878,0.8609163480115263,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,16,0.9878,0.8615059030551391,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,17,0.9878,0.8620624133377424,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,18,0.9878,0.8625895427668717,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,19,0.9878,0.8630903715934192,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,10,5,10,20,0.9878,0.863567514704139,0.9350270369874004,0.030407604484510093,0.665954194698451,0.08116918345271082,0.26907284228894945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,1,0.9835066666666666,0.837479795348985,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,2,0.9835066666666666,0.8426258657281763,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,3,0.9835066666666666,0.8457292145732194,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,4,0.9835066666666666,0.8479761410925833,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,5,0.9835066666666666,0.8497461923424893,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,6,0.9835066666666666,0.8512108359066839,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,7,0.9835066666666666,0.8524625523286112,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,8,0.9835066666666666,0.8535570512289902,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,9,0.9835066666666666,0.8545305496819342,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,10,0.9835066666666666,0.8554079477748222,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,12,0.9835066666666666,0.8569413224279777,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,13,0.9835066666666666,0.8576206960195156,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,14,0.9835066666666666,0.8582531467024311,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,15,0.9835066666666666,0.8588449727692246,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,16,0.9835066666666666,0.8594012725104895,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,17,0.9835066666666666,0.8599262321271438,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,18,0.9835066666666666,0.8604233319769035,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,19,0.9835066666666666,0.8608954975025168,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,15,5,10,20,0.9835066666666666,0.8613452117675198,0.9356578966453976,0.02972742566331749,0.6656686020458518,0.0811057457933712,0.2699892945995458
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,1,0.9792,0.8365035438930915,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,1,0.9792,0.8365035438930915,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,2,0.9792,0.8414741238773212,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,3,0.9792,0.8444684006010648,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,4,0.9792,0.8466347141237014,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,5,0.9792,0.8483402385701756,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,6,0.9792,0.8497507790978038,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,7,0.9792,0.8509557309536562,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,8,0.9792,0.8520089293073981,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,9,0.9792,0.8529453636444245,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,10,0.9792,0.8537890845474222,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,12,0.9792,0.8552629680918399,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,13,0.9792,0.8559157188628947,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,14,0.9792,0.8565232360239242,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,15,0.9792,0.8570915975953708,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,16,0.9792,0.8576257228571268,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,17,0.9792,0.8581296504761136,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,18,0.9792,0.8586067377193191,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,19,0.9792,0.8590598062182899,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_10_1124_233255_AdvLoss.pth,Prototypical,20,5,10,20,0.9792,0.8594912506428073,0.9358059344381046,0.02928386411861217,0.6649162447308121,0.08097224102035204,0.27088968970729244
