FewShotClassifier,Way,Shot,Query,Accuracy,BayesThreshold,Average,Std,AverageOutlier,StdOutlier
PrototypicalNetworksNovelty,5,1,6,0.7126666666666667,0.6111187276677225,0.714921748894637,0.05662583083180437,0.6132343545314054,0.06516576004985405
PrototypicalNetworksNovelty,5,2,6,0.8146666666666667,0.6344502202507732,0.7401195596472658,0.05734429110458178,0.6367026574689006,0.0683553690692502
PrototypicalNetworksNovelty,5,3,6,0.8286666666666667,0.6486577126081104,0.7549649877236533,0.05733167489256333,0.6520092450745605,0.07123669724071553
PrototypicalNetworksNovelty,5,4,6,0.8866666666666667,0.6590318885696304,0.7665587995863078,0.05799633249775302,0.6588092434101961,0.07216244784428373
PrototypicalNetworksNovelty,5,5,6,0.8866666666666667,0.6677108747240509,0.7742703540078048,0.05722757597714136,0.6660172155996924,0.07331631577822456
