ModelDir,ModelName,FewShotClassifier,Way,Shot,Query,Accuracy,BayesThreshold,Average,Std,AverageOutlier,StdOutlier,MeanBetween,Seed
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,5,5,10,0.98848,0.8366521426557014,0.9456922466887475,0.03887949405735264,0.5773742406195775,0.14156528764880436,0.36831800606917,0
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,5,5,10,0.98992,0.8333905324880154,0.9447016638715837,0.039782546187529105,0.5763584477656856,0.14046675656213323,0.36834321610589815,2
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,5,5,10,0.9894,0.8370625178099546,0.9456979223518919,0.03839217416670157,0.5723735824650542,0.14187129335013218,0.37332433988683766,3
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,5,5,10,0.98908,0.8356770566671815,0.9454895998699104,0.03931413134788146,0.5773589055148013,0.14226329742184246,0.36813069435510914,5
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,5,5,10,0.9894,0.8360691877528823,0.9453975439794574,0.03904685530546324,0.5762719542557708,0.14244191873019976,0.3691255897236866,7
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,10,5,10,0.97974,0.8324890494757885,0.946182305351641,0.037599387969491006,0.5785312252090138,0.14171438486875082,0.36765108014262726,0
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,10,5,10,0.98028,0.8345457724058524,0.9468677742172251,0.03694455942002451,0.5772281385461665,0.14179481992384657,0.3696396356710586,2
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,10,5,10,0.97848,0.8330124200865133,0.9465278830449605,0.03742224622272933,0.5772565399961754,0.14152043923262206,0.36927134304878506,3
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,10,5,10,0.9798,0.8331938900643867,0.946286375813641,0.03715644316973231,0.576109276314732,0.14097962205901227,0.370177099498909,5
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,10,5,10,0.97972,0.8340538066485822,0.9465747416464777,0.0369439752844454,0.5765359185665551,0.14109330445596577,0.37003882307992264,7
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,20,5,10,0.96469,0.8327938761615503,0.9477025419453567,0.03517534668691577,0.5762620565531489,0.14146470945300482,0.37144048539220786,0
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,20,5,10,0.96462,0.8332003835763235,0.9478696264174103,0.03514746231778352,0.5771983943237801,0.14184312496667523,0.3706712320936303,2
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,20,5,10,0.96396,0.8332098630389505,0.9476068202695083,0.035072583431902615,0.5777837519156187,0.141654815499927,0.36982306835388956,3
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,20,5,10,0.96379,0.8339036994389926,0.9480852678243914,0.03494614854298262,0.576516227304134,0.14208500296334067,0.3715690405202574,5
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,20,5,10,0.96507,0.8321854811239721,0.9476141344067203,0.035322337204570266,0.5754631935749136,0.14129666316249997,0.37215094083180666,7
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,30,5,10,0.95116,0.8345760349634688,0.9488257640339266,0.033655204889749955,0.5773359754380069,0.14199225857623113,0.37148978859591975,0
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,30,5,10,0.9511466666666667,0.8344029873484249,0.94889215107523,0.03368642980981351,0.5764104520463713,0.1417746798631759,0.37248169902885864,2
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,30,5,10,0.9503,0.8347095181004874,0.9488112366046034,0.033528273917796864,0.575858276673298,0.14168323846054268,0.3729529599313054,3
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,30,5,10,0.9516933333333333,0.8347949650800185,0.9488402592810491,0.03356478727132834,0.57707416776739,0.1418457790027103,0.37176609151365914,5
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_0_1123_220524_AdvLoss.pth,Prototypical,30,5,10,0.9513,0.8343004308632445,0.9487758252042507,0.03366330391816032,0.576284398591074,0.14147816457015477,0.3724914266131767,7
