ModelDir,ModelName,FewShotClassifier,Way,Shot,Query,Accuracy,BayesThreshold,Average,Std,AverageOutlier,StdOutlier,MeanBetween
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,2,5,10,0.9952,0.8320715332524672,0.9427538064706747,0.04357244802734898,0.5522680876093806,0.14195373263747849,0.39048571886129413
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,3,5,10,0.9936666666666667,0.8339931976707688,0.9430317163627366,0.04103447439331391,0.5638910987640299,0.14190433972944413,0.37914061759870676
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,4,5,10,0.9911,0.8331174961000591,0.9435508664411368,0.03947507786838965,0.5621480987739383,0.13911313176383278,0.3814027676671985
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,5,5,10,0.98912,0.8309492664709951,0.9439357691903941,0.03951165508535351,0.5623008803592827,0.13975875681109193,0.3816348888311114
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,6,5,10,0.9872,0.8290017406772795,0.9439289784818679,0.0392291756015824,0.5593774683858046,0.13960943054640793,0.38455151009606325
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,7,5,10,0.9852,0.8289895364919059,0.9441080304563519,0.038691555201926554,0.5617943263919851,0.13929361617913047,0.3823137040643668
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,8,5,10,0.98325,0.8303858929565537,0.9451192104298135,0.03793369806350655,0.5626729829035182,0.13941147143268545,0.3824462275262953
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,9,5,10,0.9822,0.8292564844239133,0.9446876958761364,0.03790009519455145,0.5640843632060208,0.14028644280663916,0.3806033326701156
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,10,5,10,0.98016,0.828192972764495,0.9446622462656776,0.03782344233648303,0.5633064015779042,0.14026700180323684,0.3813558446877734
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,12,5,10,0.9775333333333334,0.8296891761137402,0.945311078184511,0.036649831197557124,0.5629803156491799,0.13970396742579222,0.38233076253533105
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,14,5,10,0.9745857142857143,0.8281078118772515,0.9452475339462154,0.03660678598916954,0.5632114628089646,0.13910013594832984,0.3820360711372508
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,16,5,10,0.9719625,0.828740396655719,0.9455818920169717,0.036042518983423665,0.5625593244465269,0.140179607998875,0.38302256757044484
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_5_1124_103558_AdvLoss.pth,Prototypical,18,5,10,0.9696777777777777,0.8284360477195,0.9456400915390754,0.03568845020076931,0.5616725770246663,0.13984536657076296,0.383967514514409
