ModelDir,ModelName,FewShotClassifier,Way,Shot,Query,Accuracy,BayesThreshold,Average,Std,AverageOutlier,StdOutlier,MeanBetween
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,2,5,10,0.9953,0.8346792817747295,0.9436505211755449,0.04321016917279399,0.5554467519329958,0.1437857562636841,0.3882037692425492
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,3,5,10,0.9937333333333334,0.8349746745943368,0.9438518676424481,0.041156957252943493,0.5666183438169569,0.14220653356328217,0.37723352382549125
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,4,5,10,0.99195,0.8343723433388521,0.9443539227441383,0.0395192442551977,0.565637796983787,0.1394980233253531,0.3787161257603513
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,5,5,10,0.99012,0.8319931253835102,0.9447429726876351,0.039681939175305096,0.5661918719979805,0.14024923616807677,0.3785511006896546
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,6,5,10,0.9884,0.8304087593775719,0.944658459235939,0.039238948756183174,0.5628728222553706,0.14066376458789287,0.38178563698056844
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,7,5,10,0.9867428571428571,0.829666065748638,0.9447503047051434,0.03895705626654686,0.5653760729355587,0.140179713123707,0.37937423176958474
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,8,5,10,0.98415,0.8319184477816769,0.9459307669112458,0.03789128706496443,0.566641309500405,0.1400574951322042,0.37928945741084075
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,9,5,10,0.9835777777777778,0.8299395995154009,0.9453406695367651,0.038114894254284715,0.5677080083823932,0.14086656842139866,0.3776326611543719
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,10,5,10,0.982,0.82938226609177,0.9454423206680418,0.03785617003089141,0.566928653326994,0.14065937437361486,0.37851366734104774
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,12,5,10,0.9792666666666666,0.8310848303098227,0.9460018792901227,0.0365804471777642,0.5669062709139407,0.1400852305199898,0.37909560837618195
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,14,5,10,0.9767571428571429,0.8292158408083972,0.9459764679616441,0.03665523396008995,0.5670500323836153,0.1394971829289372,0.37892643557802885
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,16,5,10,0.9735,0.8300694047203958,0.9463221791023834,0.0359913369076275,0.566077823055587,0.14060444954662382,0.3802443560467964
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,18,5,10,0.9713222222222222,0.8296492119865323,0.9463832869377977,0.03566981184198982,0.5653517301068346,0.14004376679071462,0.3810315568309631
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,20,5,10,0.96927,0.830083073637743,0.9467501691520034,0.03525381464752176,0.5648527191729191,0.14017933702532456,0.38189744997908426
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,22,5,10,0.9672909090909091,0.8305936106968485,0.9469992462160157,0.03484266617556722,0.5654422204326233,0.1399618902717725,0.38155702578339246
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,24,5,10,0.9655916666666666,0.8304841184933809,0.9472569173118633,0.03473069581743418,0.566268820289464,0.1401652866432316,0.38098809702239933
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,26,5,10,0.9627076923076923,0.8315696179887002,0.9475849224337834,0.03418216924820258,0.5649811762505326,0.1407382624249329,0.3826037461832509
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,28,5,10,0.9604642857142857,0.8317771122678755,0.9475168916236976,0.033873788738317076,0.5659890631750855,0.14029811568290682,0.3815278284486121
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,30,5,10,0.9572133333333334,0.832202280984953,0.9478429392329085,0.03364568421037537,0.5661587657033875,0.14059534059014628,0.381684173529521
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,32,5,10,0.956975,0.8318781919964487,0.9479402643212013,0.03354581586840095,0.56566600003087,0.14012812948859887,0.3822742642903313
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,34,5,10,0.9547,0.8321889244343199,0.9480447942860581,0.033290155838082904,0.5653426216893492,0.14023364101474892,0.3827021725967089
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,36,5,10,0.9531944444444445,0.8329472790478025,0.9481952426827164,0.032932934512778254,0.5657833599216056,0.14021325019340525,0.3824118827611108
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_4_1124_080046_AdvLoss.pth,Prototypical,38,5,10,0.9511315789473684,0.8330790101266409,0.9483379937961726,0.032774852831475354,0.5653920380164225,0.1403559835086394,0.3829459557797501
