ModelDir,ModelName,FewShotClassifier,Way,Shot,Query,Accuracy,BayesThreshold,Average,Std,AverageOutlier,StdOutlier,MeanBetween
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,2,5,10,0.9947,0.8374904087982576,0.9451941574765556,0.04381687496575143,0.561387708801426,0.1490507820505929,0.3838064486751296
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,3,5,10,0.9922666666666666,0.8420609742173494,0.9460219103693802,0.0396472904377255,0.5721593788531888,0.14708012144397456,0.3738625315161914
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,4,5,10,0.991,0.8402281414104029,0.9463528805255409,0.0385849903132845,0.5711183581347121,0.14441670741210025,0.3752345223908288
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,5,5,10,0.98868,0.8388940607221519,0.9467947449181396,0.03825379768307707,0.5706592685631812,0.14543377034681804,0.3761354763549585
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,6,5,10,0.9860666666666666,0.8375127126872457,0.946691364291699,0.0377601135283036,0.567902237339195,0.14564841866085487,0.378789126952504
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,7,5,10,0.9845142857142857,0.8369567734871665,0.9468507433724325,0.037460687908474156,0.5712265577192138,0.14494594364224894,0.37562418565321865
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,8,5,10,0.981775,0.8390303228444415,0.9480001371249422,0.0364614794826279,0.5719462932663637,0.1450068395428573,0.37605384385857854
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,9,5,10,0.9807555555555556,0.8377694760918919,0.9475860750852932,0.036472389621908255,0.5733789610900784,0.14586907387330444,0.3742071139952149
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,10,5,10,0.9793,0.8366210537654124,0.9475469687627015,0.03639608378528407,0.5722541596355051,0.14559023018608572,0.3752928091271964
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,12,5,10,0.97645,0.8387371519568186,0.9482666097216024,0.035060438010231475,0.5725172713894924,0.1450221002369578,0.37574933833211
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,14,5,10,0.9738857142857142,0.8361667261236136,0.9480147068777016,0.035344596792042327,0.572502976792298,0.14454039892767473,0.3755117300854036
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,16,5,10,0.969925,0.8371479348917736,0.9483947860104437,0.03465166551972881,0.5715368768537292,0.14564402195475581,0.37685790915671447
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,18,5,10,0.9676,0.836461099044736,0.9484137361891033,0.03444732818369344,0.5709094712425274,0.1452486376923685,0.37750426494657585
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,20,5,10,0.96479,0.836852382616243,0.9488585503526963,0.034065460638434485,0.5703228275021278,0.1451998220524704,0.37853572285056847
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,22,5,10,0.962809090909091,0.8370670121582704,0.9490159404121458,0.033743478653716824,0.5710786183913713,0.14495668921155078,0.37793732202077446
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,24,5,10,0.9607,0.8375379736171993,0.9493653378060481,0.03345020722944659,0.5714195302152492,0.14537558742143608,0.377945807590799
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,26,5,10,0.9579076923076923,0.8383015473136797,0.9496076632859229,0.032994350266910714,0.5702322501299435,0.14585425396402196,0.37937541315597945
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,28,5,10,0.9557785714285715,0.8386164692976956,0.9495902473615498,0.03268008941057577,0.5716204131136089,0.14534651610545649,0.37796983424794095
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,30,5,10,0.9513,0.8389855682922798,0.9499795455342649,0.03249208408221854,0.5714600395820043,0.14582923481497664,0.3785195059522606
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,32,5,10,0.95111875,0.8385918120902013,0.9500160329648758,0.03239850179799876,0.5708253003941554,0.14530802781447774,0.37919073257072045
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,34,5,10,0.9487764705882353,0.8389131914852707,0.9501324496087735,0.0321515498761522,0.5707603907187607,0.1453193995243162,0.3793720588900128
modelsOmniglotAdvStd4,Resnet12_Omniglot_episodic_6_1124_130928_AdvLoss.pth,Prototypical,36,5,10,0.9469444444444445,0.8396837297643234,0.9502965811226297,0.03179429811838585,0.5711289103568982,0.14527847699656027,0.37916767076573155
